cliente_id,customer_id_original,nome,idade,genero,cidade,estado,renda_mensal,saldo_atual,score_credito,tempo_relacionamento,produtos_ativos,tem_cartao_credito,membro_ativo,perfil_risco,data_cadastro,churn_flag,origem_dado,qtd_transacoes,valor_total,ticket_medio,desvio_valor,maior_transacao,menor_transacao,ultimo_movimento,primeira_transacao,qtd_outliers,dias_desde_ultima_transacao,meses_atividade,valor_credito,valor_debito,valor_pix,valor_transferencia,valor_macro_essencial,valor_macro_financeiro,valor_macro_investimento,valor_macro_lazer,valor_macro_outros,pct_canal_digital,media_mensal,desvio_mensal,pico_mensal,meses_relacionamento,razao_saldo_renda,gasto_total_saida,pressao_financeira,intensidade_credito,razao_gasto_renda,pct_essencial,pct_financeiro,pct_investimento,pct_lazer,pct_outros
C000011,15767821,Bearce,31,Masculino,Paris,Franca,6681.76,102016.72,528,6,2,0,0,Conservador,2019-04-22,0,public_kaggle_churn_modelling,19,27316.920000000002,1437.7326315789476,1734.5205019218236,6112.89,329.39,2025-03-28,2024-01-22,4,34,14,18288.22,3550.06,4722.51,756.13,16857.27,329.39,4016.35,6113.91,0.0,0.5789473684210527,2276.4100000000003,2411.361952533728,7339.67,73,15.267941380714063,9028.7,1.3512457795550874,0.669483236031002,4.0882821292593565,0.6170999512390123,0.012058094397172155,0.14702792262085182,0.2238140317429637,0.0
C000012,15737173,Andrews,24,Masculino,Madrid,Espanha,6365.83,0.0,497,3,2,1,0,Conservador,2022-04-20,0,public_kaggle_churn_modelling,24,21677.08,903.2116666666667,854.0907324353099,4282.06,236.68,2025-03-28,2024-01-12,1,34,15,6721.47,7720.82,3796.77,3438.02,12681.34,7087.04,1589.91,0.0,318.79,0.75,1548.362857142857,1284.6275876115799,5262.13,37,0.0,14955.61,2.3493574286463823,0.310072666613769,3.405224456198171,0.5850114498816261,0.32693702288315585,0.0733452107018104,0.0,0.014706316533407636
C000013,15632264,Kay,34,Feminino,Paris,Franca,2188.42,0.0,476,10,2,1,0,Conservador,2015-04-21,0,public_kaggle_churn_modelling,20,13095.56,654.778,690.7212721694392,1988.58,24.49,2025-02-23,2024-01-18,0,67,13,9839.15,403.90999999999997,2086.4,766.0999999999999,9355.99,85.03,473.77,24.49,3156.2799999999997,0.7,1309.556,1415.029134652554,4179.17,122,0.0,3256.41,1.4880187532557734,0.7513348035517381,5.984025004341031,0.7144398559511773,0.006493040389261705,0.036177910681177435,0.0018700994840999544,0.24101909349428355
C000014,15691483,Chin,25,Feminino,Paris,Franca,15904.82,0.0,549,5,2,0,0,Conservador,2020-04-18,0,public_kaggle_churn_modelling,29,82485.44,2844.325517241379,3178.042011107048,12348.96,298.29,2025-04-20,2024-03-16,4,11,13,41782.85,19894.12,16875.56,3932.91,49157.9,2080.06,0.0,19891.61,11355.87,0.6206896551724138,6345.033846153847,5684.558294120923,18232.64,61,0.0,40702.59,2.559135532498953,0.506548185958637,5.186191355827982,0.5959585109808471,0.025217298956033935,0.0,0.24115298409028307,0.13767120597283594
C000015,15600882,Scott,35,Feminino,Madrid,Espanha,5495.97,0.0,635,7,2,1,1,Conservador,2018-04-18,0,public_kaggle_churn_modelling,26,24110.8,927.3384615384615,882.3447347366779,3660.6,272.36,2025-04-24,2024-02-05,1,7,15,11497.13,6117.63,4989.53,1506.51,12117.05,4599.91,3440.7,3337.66,615.48,0.7307692307692307,2009.2333333333333,1840.4319062226734,6196.47,86,0.0,12613.67,2.2950762103868834,0.4768456459346019,4.38699629000886,0.5025569454352407,0.1907821391243758,0.14270368465583888,0.13843008112547076,0.025527149659073944
C000016,15643966,Goforth,45,Masculino,Berlim,Alemanha,5360.6,143129.41,616,3,2,0,1,Moderado,2022-04-16,0,public_kaggle_churn_modelling,28,30064.309999999998,1073.725357142857,1123.102689877902,3846.33,193.62,2025-03-04,2024-01-19,3,58,14,16963.7,4470.35,4493.84,4136.42,20658.0,3708.96,4696.62,807.11,193.62,0.75,2312.6392307692304,1907.4916752219458,6362.17,37,26.700259299332163,13100.61,2.4438700891691227,0.564247108947453,5.60838525538186,0.6871270286928255,0.12336754111436452,0.15621911828343973,0.026846117539368112,0.006440194370002173
C000017,15737452,Romeo,58,Masculino,Berlim,Alemanha,1000.0,132602.88,653,1,1,1,0,Conservador,2024-04-14,1,public_kaggle_churn_modelling,30,6752.53,225.08433333333332,236.410008375037,814.74,41.69,2025-04-16,2024-01-11,0,15,15,4395.77,1416.84,464.0,475.92,2680.53,2021.51,1178.0900000000001,718.6400000000001,153.76,0.7,450.16866666666664,379.6598547923554,1315.28,13,132.60288,2356.76,2.3567600000000004,0.6509811877918351,6.75253,0.39696676653047086,0.29937075436910315,0.1744664592382411,0.10642529540779531,0.022770724454389688
C000018,15788218,Henderson,24,Feminino,Madrid,Espanha,1200.53,0.0,549,9,2,1,1,Conservador,2016-04-15,0,public_kaggle_churn_modelling,35,8190.650000000001,234.01857142857145,250.67697614944328,877.46,42.72,2025-04-27,2024-01-08,0,4,16,4956.14,2008.74,602.5600000000001,623.21,5542.0199999999995,1089.79,1027.65,329.78,201.41,0.8,682.5541666666667,337.2433404816801,1333.22,110,0.0,3234.5099999999998,2.6942350461879334,0.6050972755520013,6.822528383297378,0.6766276180767093,0.13305293230695975,0.1254662328386636,0.04026298279135355,0.02459023398631366
C000019,15661507,Muldrow,45,Masculino,Madrid,Espanha,13223.73,0.0,587,6,1,0,0,Conservador,2019-04-14,0,public_kaggle_churn_modelling,28,60111.8,2146.85,2659.143980005596,10892.19,434.77,2025-04-01,2024-01-15,3,30,15,28405.1,19113.53,11650.91,942.26,25343.01,18785.29,12098.22,3250.3,634.98,0.6785714285714286,4623.984615384616,5412.251706101037,17512.91,74,0.0,31706.699999999997,2.397712294488771,0.47253783782884556,4.545752219683856,0.4215979225376714,0.3125058640732768,0.20126198184050384,0.05407091452926048,0.010563317019287394
C000020,15568982,Hao,24,Feminino,Paris,Franca,4560.34,0.0,726,6,2,1,1,Moderado,2019-04-13,0,public_kaggle_churn_modelling,24,24006.96,1000.29,1078.5304610642568,3384.07,162.75,2025-02-18,2024-01-21,2,72,13,15069.83,6335.51,1209.35,1392.27,10754.5,2395.29,6396.24,4242.4400000000005,218.49,0.7083333333333334,2000.58,2050.8988779778756,5716.2,74,0.0,8937.130000000001,1.9597508080537855,0.627727542346053,5.264291697548867,0.4479742541329681,0.09977481530356197,0.26643273450699295,0.17671708537857359,0.00910111067790341
C000021,15577657,McDonald,41,Masculino,Paris,Franca,14240.51,0.0,732,8,2,1,1,Moderado,2017-04-12,0,public_kaggle_churn_modelling,31,95355.17,3075.9732258064514,3449.069277171633,14522.0,469.08,2025-04-05,2024-01-05,6,26,15,57387.66,18657.35,11262.97,8047.1900000000005,36251.31,25930.760000000002,20864.22,4442.22,7866.66,0.5483870967741935,7335.013076923076,6380.328276537953,19572.33,98,0.0,37967.51,2.6661622371670677,0.6018306086602332,6.696050211684834,0.38017141598090587,0.2719386898476507,0.21880533588267947,0.04658604247677394,0.08249851581199005
C000022,15597945,Dellucci,32,Feminino,Madrid,Espanha,11546.29,0.0,636,8,2,1,0,Conservador,2017-04-11,0,public_kaggle_churn_modelling,32,64021.26,2000.664375,2145.0195311554403,8434.4,345.92,2025-04-27,2024-01-01,4,4,16,29547.3,9959.64,11753.43,12760.89,33747.57,8075.59,4896.1900000000005,11004.11,6297.8,0.8125,4268.084,5661.738916117808,21084.9,98,0.0,34473.96,2.985717490206811,0.4615232502453091,5.5447472737996355,0.5271306750288888,0.12613919188719497,0.07647756385925551,0.17188212165771183,0.09837044756694885
C000023,15699309,Gerasimov,38,Feminino,Madrid,Espanha,9909.46,0.0,510,4,1,1,0,Conservador,2021-04-09,1,public_kaggle_churn_modelling,18,25252.71,1402.9283333333333,1525.0443030642828,7430.49,634.43,2025-03-09,2024-01-13,1,53,14,7430.49,6528.67,6132.01,5161.54,19843.08,717.52,1325.72,1957.92,1408.4699999999998,0.6666666666666666,2525.2709999999997,2513.1639779389643,9143.13,49,0.0,17822.22,1.798505670339252,0.29424525130174145,2.5483437038950663,0.7857802192319162,0.028413584126218534,0.05249812792369611,0.07753306476809817,0.055775003950071095
C000024,15725737,Mosman,46,Masculino,Paris,Franca,1000.0,0.0,669,3,2,0,1,Moderado,2022-04-08,0,public_kaggle_churn_modelling,34,7905.45,232.51323529411764,251.39806750204173,910.18,65.95,2025-04-21,2024-03-01,0,10,14,4945.25,1508.94,668.99,782.27,3419.36,1273.8600000000001,1733.6599999999999,568.39,910.18,0.7352941176470589,608.1115384615384,590.1921911101805,1747.5,37,0.0,2960.2,2.9602,0.6255494627124326,7.90545,0.43253198742639576,0.16113693717625185,0.21929934412335791,0.07189850040162167,0.11513323087237286
C000025,15625047,Yen,38,Feminino,Paris,Franca,15634.68,0.0,846,5,1,1,1,Moderado,2020-04-07,0,public_kaggle_churn_modelling,31,89917.94,2900.5787096774193,3259.738446736427,14284.2,782.55,2025-04-29,2024-01-04,4,2,16,43641.84,11125.96,19596.39,15553.75,62105.76,782.55,18989.059999999998,8040.57,0.0,0.6129032258064516,6916.764615384615,7174.754332671858,21183.010000000002,62,0.0,46276.1,2.959836721954015,0.48535186637950106,5.751185185753722,0.6906937592209075,0.008702935142864705,0.21118210670751572,0.0894211989287121,0.0
C000026,15738191,Maclean,25,Masculino,Paris,Franca,10375.69,0.0,577,3,2,0,1,Conservador,2022-04-06,0,public_kaggle_churn_modelling,24,33990.75,1416.28125,1370.6274152287451,6279.89,304.31,2025-04-13,2024-01-31,2,18,15,11295.77,10915.12,9234.23,2545.63,17509.920000000002,1466.48,8019.26,1478.73,5516.360000000001,0.7083333333333334,2427.910714285714,2335.7671702510347,8786.07,37,0.0,22694.98,2.1873224816855554,0.3323189397115392,3.2759989938018577,0.5151377948412437,0.0431435022763546,0.23592477365165523,0.043503894441870215,0.1622900347888764
C000027,15736816,Young,36,Masculino,Berlim,Alemanha,14170.16,136815.64,756,2,1,1,1,Arrojado,2023-04-05,0,public_kaggle_churn_modelling,25,82846.43000000001,3313.8572000000004,3627.26299949829,11633.15,664.0,2025-03-21,2024-01-13,6,41,14,56644.26,11915.07,8993.21,5293.89,45430.94,33066.99,0.0,4348.5,0.0,0.64,7531.493636363636,7180.213416928877,24952.56,25,9.655193731051732,26202.17,1.8491089726580363,0.6837260217489154,5.846541605740515,0.5483753494266439,0.3991359675969139,0.0,0.05248868297644207,0.0
C000028,15700772,Nebechi,44,Masculino,Paris,Franca,3202.78,0.0,571,9,2,0,0,Conservador,2016-04-05,0,public_kaggle_churn_modelling,18,10890.92,605.0511111111111,644.6707569612925,2254.13,129.81,2025-04-11,2024-01-19,0,20,15,5903.76,2650.46,1234.67,1102.03,4517.51,174.37,3649.63,2419.6,129.81,0.8333333333333334,1210.1022222222223,1033.441225358,3405.2200000000003,110,0.0,4987.16,1.5571347391953239,0.5420809261292894,3.4004583518068676,0.41479599519599814,0.016010584964355628,0.3351075942160993,0.2221667223705619,0.011919103252985055
C000029,15728693,McWilliams,43,Feminino,Berlim,Alemanha,8348.95,141349.43,574,3,1,1,1,Moderado,2022-04-03,0,public_kaggle_churn_modelling,22,49709.13,2259.505909090909,2180.791786722164,6742.49,508.97,2025-04-18,2024-02-01,6,13,15,36697.159999999996,6777.79,5249.57,984.61,11367.76,12941.41,15501.599999999999,9898.36,0.0,0.9090909090909091,3823.7792307692307,2444.970826620301,7659.17,37,16.930204396960093,13011.97,1.558515741500428,0.738237824721535,5.953937920337287,0.22868555534969132,0.26034271772609985,0.31184613369817576,0.19912559322603315,0.0
C000030,15656300,Lucciano,29,Masculino,Paris,Franca,4456.93,59697.17,411,0,2,1,1,Moderado,2025-04-01,0,public_kaggle_churn_modelling,21,17635.92,839.8057142857142,904.0313890212632,3303.82,210.45,2025-04-26,2024-03-25,1,5,13,10327.48,1640.1499999999999,3316.76,2351.5299999999997,13701.68,2902.41,0.0,787.1999999999999,244.63,0.7142857142857143,1469.6599999999999,1331.4516982875223,4113.13,1,13.394235493938652,7308.44,1.6397924131633208,0.5855934932796248,3.956965893563506,0.7769189245585147,0.16457377896928543,0.0,0.044636174353251776,0.013871122118948148
C000031,15589475,Azikiwe,39,Feminino,Madrid,Espanha,11705.78,0.0,591,3,3,1,0,Conservador,2022-04-01,1,public_kaggle_churn_modelling,24,52982.369999999995,2207.5987499999997,2079.791698031973,8268.71,645.23,2025-04-14,2024-01-08,4,17,15,26322.03,9035.58,12543.16,5081.6,31186.39,6468.33,2363.99,3827.99,9135.669999999998,0.75,3532.158,3530.3203471158254,14651.97,38,0.0,26660.34,2.277536396549397,0.4968073342132487,4.52617168612429,0.5886182516939126,0.1220845726606794,0.04461842684651517,0.07225025985058804,0.17242848894830487
C000032,15706552,Odinakachukwu,36,Masculino,Paris,Franca,13060.99,85311.7,533,7,1,0,1,Moderado,2018-04-01,0,public_kaggle_churn_modelling,35,108558.34,3101.666857142857,2835.665028355753,9177.64,820.11,2025-04-26,2024-01-07,9,5,16,68812.59,19357.420000000002,13008.14,7380.1900000000005,48458.96,14904.030000000002,21645.27,17240.739999999998,6309.34,0.7142857142857143,7754.167142857143,4439.7006509715675,15092.44,86,6.531794297369495,39745.75,3.043088617325333,0.6338765865432356,8.311647126289815,0.44638633936370065,0.13729051125873887,0.19938836573956456,0.15881543509231993,0.058119348545676
C000033,15750181,Sanderson,41,Masculino,Berlim,Alemanha,6824.9,110112.54,553,9,2,0,0,Conservador,2016-03-31,0,public_kaggle_churn_modelling,32,39085.63,1221.4259375,1322.3696920664306,5471.94,234.6,2025-03-26,2024-01-08,4,36,15,18314.0,12131.92,4286.86,4352.85,16207.72,14256.17,6706.17,990.38,925.19,0.75,2791.8307142857143,2086.803222304999,6922.3,111,16.133941889258452,20771.63,3.0435068645694447,0.46856095194064934,5.726916145291506,0.4146720930428907,0.36474197806201414,0.17157635683498004,0.025338724231898015,0.023670847828217177
C000034,15659428,Maggard,42,Feminino,Madrid,Espanha,2867.55,0.0,520,6,2,1,1,Conservador,2019-03-30,0,public_kaggle_churn_modelling,22,15121.689999999999,687.3495454545454,754.1482829907384,2781.24,93.83,2025-04-13,2024-01-26,0,18,15,10760.38,2992.16,305.05,1064.1,5542.58,3117.97,2512.06,1696.92,2252.16,0.8181818181818182,1260.1408333333331,854.4971547636904,2875.0699999999997,74,0.0,4361.3099999999995,1.5209185541664485,0.7115858082000094,5.273383201687851,0.3665317831538671,0.2061919005084749,0.16612296641446825,0.11221761588817124,0.14893573403501859
C000035,15732963,Clements,29,Feminino,Madrid,Espanha,11836.09,0.0,722,9,2,1,1,Moderado,2016-03-29,0,public_kaggle_churn_modelling,36,89869.02,2496.3616666666667,2861.155819104779,9448.23,563.76,2025-04-27,2024-01-01,7,4,16,56553.87,13455.68,9421.24,10438.23,36304.94,27570.62,2334.8599999999997,23094.84,563.76,0.75,5991.268,6046.339120372402,22741.52,111,0.0,33315.15,2.8147090804480195,0.6292921631948363,7.59279626971407,0.40397614216779043,0.3067866991316919,0.0259806994668463,0.2569833297392138,0.0062731294944576
C000036,15794171,Lombardo,45,Feminino,Paris,Franca,2318.58,134264.04,475,0,1,1,0,Conservador,2025-03-26,1,public_kaggle_churn_modelling,27,9799.51,362.94481481481483,334.3425455838135,1240.6,129.33,2025-03-23,2024-01-08,0,39,15,4502.51,1327.02,2988.49,981.49,6590.64,0.0,0.0,1837.0,1371.87,0.6296296296296297,699.965,452.9171221987188,1602.9299999999998,1,57.90787464741351,5297.0,2.284587980574317,0.4594627690568202,4.2265136419705165,0.6725479131099412,0.0,0.0,0.18745835250946222,0.13999373438059656
C000037,15788448,Watson,31,Masculino,Madrid,Espanha,9505.56,145260.23,490,3,1,0,1,Moderado,2022-03-26,0,public_kaggle_churn_modelling,27,48820.31,1808.1596296296295,2063.8128611094144,6761.29,355.31,2025-04-20,2024-01-02,4,11,16,26474.92,13477.59,8157.58,710.22,24522.579999999998,1389.8000000000002,8175.77,14103.78,628.38,0.7407407407407407,3755.4084615384613,3214.290894224951,9447.33,38,15.28160676488287,22345.39,2.35077049642525,0.5422931562704129,5.135974103577275,0.5023028325711164,0.028467660283189523,0.16746657282594068,0.2888916518555495,0.012871282464203935
C000038,15729599,Lorenzo,33,Masculino,Madrid,Espanha,8204.45,76548.6,804,7,1,0,1,Arrojado,2018-03-26,0,public_kaggle_churn_modelling,21,42753.14,2035.8638095238096,1952.8619018519366,6211.05,305.97,2025-04-18,2024-01-04,6,13,16,29699.13,3950.72,5345.219999999999,3758.0699999999997,19582.12,5435.55,10498.24,1414.8,5822.429999999999,0.9047619047619048,3562.7616666666668,3173.3364320590613,10721.640000000001,86,9.33013181870814,13054.009999999998,1.5910889821986844,0.6946654678463383,5.210969656710687,0.4580276442853086,0.12713803009556726,0.24555482942305523,0.03309230620253857,0.1361871899935303
C000039,15717426,Armstrong,36,Masculino,Paris,Franca,3401.08,0.0,850,7,1,1,1,Moderado,2018-03-25,0,public_kaggle_churn_modelling,24,14764.130000000001,615.1720833333334,667.6283572726683,2466.32,94.26,2025-04-11,2024-01-07,0,20,15,6860.26,5464.44,1442.94,996.49,5919.48,683.42,7334.54,602.76,223.93,0.7916666666666666,1054.5807142857143,1064.712547089692,3430.7400000000002,86,0.0,7903.869999999999,2.323929457701671,0.4646572469898328,4.341012266691757,0.4009365942998334,0.04628921582240199,0.4967810497469204,0.04082597484579179,0.015167165285052353
C000040,15585768,Cameron,41,Masculino,Berlim,Alemanha,14839.5,70349.48,582,6,2,0,1,Moderado,2019-03-24,0,public_kaggle_churn_modelling,27,90414.43000000001,3348.6825925925928,3705.5104244194863,12342.28,438.76,2025-03-24,2024-01-19,6,38,14,59481.450000000004,18233.16,6541.09,6158.73,59549.23,10938.150000000001,2139.58,17196.37,591.1,0.6666666666666666,8219.493636363635,7616.485057836419,27111.260000000002,74,4.7406907240809995,30932.98,2.084502847130968,0.657875628923392,6.0928218605748174,0.6586252880209498,0.12097792354605344,0.023664142991334455,0.1901949721963629,0.00653767324529945
C000041,15619360,Hsiao,40,Masculino,Madrid,Espanha,5846.18,0.0,472,4,1,1,0,Conservador,2021-03-22,0,public_kaggle_churn_modelling,27,25031.76,927.1022222222222,1008.4243435537418,4476.56,123.0,2025-04-02,2024-01-08,2,29,15,10258.84,7317.71,1639.94,5815.2699999999995,13649.05,4323.89,1190.49,1391.77,4476.56,0.7407407407407407,1787.982857142857,1553.9520194524796,6116.24,50,0.0,14772.92,2.526935537393648,0.40983294822257804,4.28172926594802,0.5452692898941185,0.17273615598743358,0.04755918081669048,0.05560016554968568,0.1788352077520718
C000042,15738148,Clarke,51,Feminino,Paris,Franca,15108.14,122522.32,465,8,1,0,0,Conservador,2017-03-22,1,public_kaggle_churn_modelling,18,42870.509999999995,2381.6949999999997,2991.924318609228,10838.23,1002.54,2025-04-29,2024-02-01,2,2,15,21163.79,13675.36,2837.71,5193.65,26605.14,10325.56,1224.7,4715.11,0.0,0.7222222222222222,3572.5424999999996,3656.611386693038,10838.23,99,8.109689213893969,21706.72,1.4367566093509858,0.493667791682441,2.837576961823229,0.6205930370317498,0.240854610780231,0.02856742315405159,0.10998492903396764,0.0
C000043,15687946,Osborne,61,Feminino,Paris,Franca,7846.15,117419.35,556,2,1,1,1,Moderado,2023-03-20,0,public_kaggle_churn_modelling,31,30169.36,973.2051612903226,889.5558947432552,4784.9,267.27,2025-04-21,2024-01-04,2,10,16,8278.8,10695.09,7615.9400000000005,3579.53,17942.32,5443.2300000000005,1004.97,5175.950000000001,602.89,0.6129032258064516,2011.2906666666668,1552.7729029958293,5500.52,26,14.965218610401282,21890.56,2.789974700967991,0.2744108592293638,3.8451163946648994,0.5947199410262597,0.18042245510014135,0.03331094859155116,0.17156313557861355,0.019983519703434212
C000044,15755196,Lavine,49,Feminino,Paris,Franca,16197.15,131394.56,834,2,1,0,0,Moderado,2023-03-19,1,public_kaggle_churn_modelling,28,99580.63,3556.4510714285716,3813.4302397917377,13581.52,904.45,2025-04-22,2024-04-27,7,9,12,60781.9,16386.22,13844.75,8567.76,54329.61,20437.42,6445.64,17463.51,904.45,0.8571428571428571,8298.385833333334,6926.757926765475,21258.25,26,8.112202455370236,38798.73,2.39540474713144,0.6103787453443505,6.148034067721791,0.545584116107721,0.2052348935731778,0.06472784918111082,0.175370551481749,0.00908258965624138
C000045,15684171,Bianchi,61,Feminino,Madrid,Espanha,13194.87,155931.11,660,5,1,1,1,Arrojado,2020-03-18,0,public_kaggle_churn_modelling,37,81287.79,2196.967297297297,2356.7481012658673,9686.7,596.81,2025-04-28,2024-01-22,5,3,15,39705.0,21133.61,7225.45,13223.73,38806.93,17439.45,8860.02,7868.22,8313.17,0.7027027027027027,5419.186000000001,5201.509059514502,19768.36,62,11.817555610627462,41582.78999999999,3.1514361263127255,0.48844974134491786,6.1605601267765415,0.4774017106382152,0.21453960059684243,0.10899570525905553,0.09679461085114999,0.10226837265473697
