cliente_id,prob_churn,risco,recomendacao
15609623,0.97,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15600975,0.97,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15622897,0.97,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15646720,0.965,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15686242,0.965,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15605000,0.965,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15750778,0.965,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15663164,0.965,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15704442,0.965,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15764866,0.965,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15596870,0.965,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15792305,0.965,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15778368,0.965,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15752342,0.965,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15692416,0.965,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15605826,0.965,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15727317,0.965,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15635364,0.965,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15636089,0.965,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15776233,0.965,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15731815,0.96,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15649150,0.96,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15677310,0.96,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15588080,0.96,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15744873,0.96,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15578787,0.96,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15594133,0.96,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15799966,0.96,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15670374,0.96,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15717770,0.96,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15614168,0.96,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15636977,0.96,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15796764,0.96,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15721460,0.96,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15663161,0.96,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15724161,0.96,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15641675,0.96,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15800061,0.96,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15807563,0.96,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15791700,0.96,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15666297,0.955,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15571059,0.955,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15651664,0.955,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15609070,0.955,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15767264,0.955,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15601012,0.955,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15775192,0.955,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15619304,0.955,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15596761,0.955,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15738907,0.955,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15608381,0.955,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15686835,0.955,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15582129,0.955,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15718242,0.955,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15794056,0.955,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15772423,0.955,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15678497,0.955,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15740223,0.955,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15645200,0.955,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15767474,0.955,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15585362,0.955,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15651264,0.955,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15634551,0.955,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15734762,0.955,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15688849,0.955,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15684868,0.955,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15665283,0.955,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15701602,0.955,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15658067,0.955,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15654733,0.955,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15757535,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15745326,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15678284,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15808044,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15761294,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15602735,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15721426,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15729201,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15720371,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15573888,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15623989,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15806027,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15603554,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15743236,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15749905,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15709016,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15632280,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15593499,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15702541,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15753174,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15805637,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15601594,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15739972,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15666055,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15813659,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15592773,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15791944,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15621550,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15680303,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15617482,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15672056,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15633194,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15651823,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15750156,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15684196,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15574068,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15750447,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15785367,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15651883,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15653776,0.95,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15613699,0.945,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15622478,0.945,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15568819,0.945,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15668248,0.945,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15812616,0.945,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15723318,0.945,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15658409,0.945,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15804586,0.945,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15641994,0.945,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15743411,0.945,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15588614,0.945,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15655410,0.945,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15651533,0.945,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15610383,0.945,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15588955,0.945,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15693205,0.945,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15569274,0.945,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15605059,0.945,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15705009,0.945,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15571869,0.945,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15811762,0.945,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15637476,0.945,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15783615,0.945,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15778154,0.945,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15707637,0.945,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15736510,0.945,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15788068,0.94,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15613189,0.94,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15798895,0.94,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15802593,0.94,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15749519,0.94,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15704583,0.94,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15734524,0.94,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15663650,0.94,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15766575,0.94,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15641319,0.94,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15584037,0.94,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15787907,0.94,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15626147,0.94,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15732266,0.94,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15813412,0.94,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15751158,0.94,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15638607,0.94,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15611430,0.94,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15625761,0.935,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15686236,0.935,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15572182,0.935,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15772482,0.935,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15783225,0.935,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15763108,0.935,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15784761,0.935,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15654562,0.935,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15611767,0.935,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15679410,0.935,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15611669,0.935,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15609824,0.935,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15782688,0.935,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15580148,0.935,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15593795,0.935,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15684801,0.935,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15703728,0.935,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15640074,0.935,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15576824,0.935,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15727811,0.935,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15708867,0.935,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15645847,0.935,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15773283,0.935,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15644833,0.935,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15694556,0.935,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15646190,0.935,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15660505,0.935,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15669899,0.935,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15642530,0.935,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15700263,0.935,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15600934,0.93,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15812198,0.93,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15610686,0.93,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15605534,0.93,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15642001,0.93,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15683416,0.93,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15586133,0.93,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15647292,0.93,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15752294,0.93,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15771942,0.93,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15639946,0.93,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15592583,0.93,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15715750,0.93,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15633930,0.93,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15623630,0.93,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15609998,0.93,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15606386,0.93,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15700627,0.93,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15776780,0.93,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15750867,0.93,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15577359,0.93,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15689328,0.93,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15618774,0.93,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15730287,0.93,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15746674,0.93,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15753337,0.93,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15779947,0.93,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15799626,0.93,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15720637,0.93,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15712813,0.93,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15686060,0.93,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15814846,0.925,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15612478,0.925,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15716609,0.925,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15743498,0.925,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15803538,0.925,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15707674,0.925,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15585367,0.925,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15689341,0.925,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15795759,0.925,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15751455,0.925,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15639077,0.925,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15777553,0.925,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15568573,0.925,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15694765,0.925,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15815316,0.925,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15746515,0.925,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15666711,0.925,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15661275,0.925,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15603851,0.925,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15751177,0.925,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15798470,0.925,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15718465,0.925,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15757759,0.925,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15791780,0.925,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15707567,0.92,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15725794,0.92,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15790630,0.92,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15813168,0.92,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15712403,0.92,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15571415,0.92,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15743817,0.92,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15761670,0.92,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15765173,0.92,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15692106,0.92,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15764431,0.92,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15812241,0.92,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15813113,0.92,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15689886,0.92,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15592751,0.92,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15806318,0.92,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15691785,0.92,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15593782,0.92,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15601811,0.92,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15647725,0.92,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15619955,0.92,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15787189,0.92,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15636454,0.92,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15669411,0.92,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15700487,0.92,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15768600,0.92,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15577515,0.915,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15633233,0.915,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15758023,0.915,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15625080,0.915,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15794580,0.915,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15720929,0.915,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15649033,0.915,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15680706,0.915,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15697100,0.915,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15647838,0.915,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15752507,0.915,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15745399,0.915,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15712551,0.915,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15732917,0.915,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15690546,0.915,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15591107,0.915,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15759618,0.915,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15684173,0.915,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15621423,0.915,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15601857,0.915,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15574830,0.915,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15728963,0.915,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15696989,0.915,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15727353,0.915,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15626008,0.915,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15760865,0.915,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15714485,0.915,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15679884,0.91,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15656148,0.91,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15571778,0.91,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15743490,0.91,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15781553,0.91,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15758116,0.91,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15796115,0.91,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15678727,0.91,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15732644,0.91,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15808868,0.91,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15634974,0.91,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15673591,0.91,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15786196,0.91,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15593736,0.91,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15657284,0.91,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15608344,0.91,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15807728,0.91,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15664270,0.91,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15812210,0.91,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15724076,0.91,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15794142,0.91,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15669414,0.91,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15635116,0.91,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15623499,0.91,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15793949,0.91,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15695339,0.91,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15578603,0.905,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15737452,0.905,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
15744517,0.905,Alto,Priorizar contato consultivo e oferta de retenção personalizada.
